age,experience_years,education_level,hours_per_week,salary
61,35,4,47,207292
55,29,2,51,162025
59,21,2,34,133900
37,9,2,52,86378
30,1,3,34,62214
30,3,2,51,71970
51,8,4,39,104505
27,0,3,56,66472
42,15,3,45,123166
56,9,1,49,82580
60,28,3,49,177286
27,3,4,56,95478
47,17,1,47,108707
57,12,4,24,119860
32,7,2,57,87881
62,38,2,50,202514
51,15,5,21,138466
57,38,2,47,195240
42,4,4,41,96831
63,42,4,23,220164
38,4,2,40,66353
64,30,1,23,147997
35,9,2,20,79168
63,2,5,26,96058
57,11,4,38,116644
25,0,1,46,38452
35,11,4,27,112257
41,14,1,53,102627
52,24,4,24,161864
42,10,1,35,71947
56,11,2,46,102722
25,2,2,33,50757
63,38,1,53,193254
62,17,2,60,132467
38,4,1,53,61377
23,0,4,56,85033
27,6,3,27,80085
31,0,4,23,65410
45,22,1,46,127833
52,21,1,22,111205
27,7,3,24,82447
62,4,1,31,62500
46,11,2,59,104319
24,2,5,21,80681
58,28,3,21,165192
28,1,5,40,89093
25,0,3,57,74896
43,23,5,20,166567
32,11,4,38,110886
25,1,5,37,90780
60,29,3,33,172902
36,5,2,35,69934
58,29,5,20,186724
45,5,2,27,68957
29,5,5,48,110536
52,8,2,46,91432
53,11,4,22,112552
63,28,4,49,184367
35,4,5,28,99813
38,0,2,50,62776
56,34,3,50,194651
55,19,3,44,138593
46,0,5,40,92938
34,14,3,36,107415
35,11,2,25,82425
51,8,5,25,109764
41,5,5,24,104631
48,3,3,53,81797
57,30,2,45,170220
49,3,1,54,62446
44,11,1,59,92624
46,3,3,47,77636
60,6,5,27,110950
34,5,5,20,91641
40,3,2,35,65564
45,19,1,35,105272
41,12,5,52,139873
21,0,3,33,60314
64,40,1,23,178337
64,16,1,45,112849
33,10,5,29,116858
40,13,1,33,81907
31,13,2,41,93555
30,1,2,51,65391
27,5,2,57,75955
62,31,4,30,190526
50,1,5,39,94577
27,1,4,30,75530
43,1,1,28,36179
64,14,3,35,119932
53,20,4,40,147832
35,6,3,22,72588
40,5,2,37,67206
26,0,5,34,86084
24,1,1,35,40091
58,26,3,60,169621
38,18,5,47,152684
41,7,1,48,73216
43,3,1,45,59559
44,7,4,58,112288
26,0,2,49,51924
55,31,1,35,151753
54,26,4,29,165828
31,7,5,28,105089
63,1,1,29,50527
65,15,2,35,107524
61,3,3,25,75600
29,4,5,21,93480
48,21,2,23,122889
41,9,1,27,65999
35,12,2,28,85638
64,9,5,34,122182
25,0,2,21,39044
39,6,5,29,107731
64,18,2,22,118150
56,6,4,60,118946
32,7,1,49,64704
56,6,2,38,79468
43,8,4,25,101205
46,5,3,51,89954
59,1,5,52,108929
22,0,4,20,64688
38,10,2,35,82697
53,14,3,27,111084
56,6,5,22,105189
38,3,3,57,83101
47,9,3,58,110475
26,2,5,37,89440
23,2,3,23,57642
37,11,2,26,88931
24,1,3,27,63282
35,15,3,43,123092
54,4,5,56,120592
21,0,1,53,40713
43,14,4,48,132825
30,6,1,20,48060
48,7,4,37,101474
21,0,5,24,77860
44,6,4,56,106894
26,5,4,44,90260
50,12,4,53,131131
51,3,1,43,55653
54,25,1,41,133966
32,2,3,59,85772
25,6,2,39,75194
35,2,4,46,91365
48,16,4,43,141642
21,0,1,43,33730
41,1,4,51,83381
25,5,1,39,59119
34,13,3,45,107920
44,21,3,55,151955
65,38,2,49,197114
34,8,1,21,60698
28,2,5,28,88795
57,32,3,31,179958
32,0,2,40,52933
28,4,1,59,59269
28,0,5,37,83971
31,13,3,59,117976
30,1,4,36,80217
50,16,2,57,122752
52,20,2,37,128586
52,23,1,41,124557
64,34,4,45,211002
54,24,1,54,138513
30,3,5,41,102513
58,34,5,26,209339
33,13,1,43,84454
60,21,3,52,155551
21,3,1,60,54432
51,27,2,31,146160
25,1,1,29,38517
50,27,4,47,175979
50,2,1,20,45303
42,18,4,31,135107
61,26,5,47,193090
63,11,2,51,107717
49,23,5,26,166986
41,13,4,37,119994
21,0,2,54,54053
42,3,2,57,77824
21,0,5,49,88725
44,10,4,54,123402
27,4,3,35,78356
57,15,1,24,92488
41,10,1,29,69754
50,0,4,30,77561
31,7,1,33,62747
35,8,4,23,93363
60,17,3,20,118157
38,8,2,29,78225
36,10,1,55,79396
59,0,3,35,74227
39,6,1,55,71951
25,4,4,58,95415
44,18,1,47,108359
51,9,3,51,107135
52,3,1,55,66195
24,1,3,47,72877
38,16,5,44,145719
31,9,1,43,71830
54,27,2,24,148439
50,5,1,31,55115
28,4,1,57,58431
65,1,1,50,57278
34,2,4,49,86779
27,5,4,44,95977
75,15,1,40,98040
58,0,2,26,56694
65,7,3,47,99365
21,0,2,35,49852
63,20,2,38,126961
62,9,4,32,109056
48,14,5,48,142395
30,4,2,20,51194
29,3,3,50,81289
51,21,2,28,124301
27,0,3,21,58049
52,0,3,25,65311
44,13,5,54,146234
63,30,1,22,148714
46,5,5,35,107248
46,12,1,32,85278
32,2,4,41,85545
23,2,2,46,63323
41,0,5,43,96903
23,1,5,38,84970
29,4,5,60,107652
64,22,2,38,138987
50,29,3,43,174998
44,24,2,28,137146
55,27,4,48,179874
39,6,2,22,66570
53,13,1,33,91308
46,22,1,42,118037
41,11,5,33,121303
40,16,1,41,98172
29,4,3,24,68195
57,33,1,39,163730
41,2,1,24,40932
40,16,4,44,140841
38,4,1,35,55631
30,0,5,39,86844
38,20,1,45,115552
56,28,2,34,154812
26,2,3,55,72563
32,1,5,29,87961
25,0,4,49,77907
47,19,4,34,144535
50,12,3,50,112499
60,22,1,20,118639
50,14,1,60,105947
55,20,1,42,122857
63,27,3,51,172339
26,2,4,42,83356
32,3,3,27,73146
40,16,2,53,116437
26,4,1,29,42210
56,2,1,41,51148
23,0,4,42,76669
47,13,3,28,104938
39,7,1,23,56632
39,10,1,21,70168
47,4,4,33,94245
56,18,3,21,123854
46,11,5,40,128066
39,3,2,53,70122
57,10,4,33,116811
30,4,2,24,62064
41,5,4,36,92897
39,10,1,46,78977
61,31,5,29,200425
34,5,1,54,65005
22,0,3,55,66683
24,3,1,40,52245
64,0,3,35,69441
52,12,2,30,95042
53,1,1,43,50855
41,17,4,20,131541
58,0,2,22,52979
62,6,4,49,109346
58,15,3,59,131142
26,3,4,57,93248
28,10,4,33,111383
40,8,1,27,60953
22,1,5,40,87416
34,1,3,56,73067
21,0,2,53,53278
30,8,1,36,62713
48,4,1,38,61934
46,17,1,59,108866
55,29,4,20,177395
64,23,1,29,121087
33,7,3,60,100746
57,10,2,57,108025
60,1,2,44,70751
65,34,1,28,161422
29,4,4,55,97043
59,9,3,42,109078
41,19,1,40,110291
51,25,1,44,131290
54,22,4,46,159643
26,1,4,22,66299
51,24,2,43,145335
42,21,5,36,167795
61,22,4,39,161944
62,12,2,20,95743
62,19,4,30,141869
60,25,3,43,161235
21,1,3,51,69220
47,10,1,44,86216
35,6,3,42,90260
58,24,1,58,142365
22,0,1,30,35470
51,16,2,20,107879
36,15,4,22,116038
28,1,1,27,32398
36,10,2,47,92090
30,2,2,27,50754
21,0,2,37,44881
32,0,4,59,84032
23,2,3,22,63672
39,9,1,25,64701
62,33,4,35,202482
64,33,5,41,212854
47,18,5,51,159545
51,31,3,25,173027
55,12,2,21,88086
56,11,5,22,126851
25,1,3,48,68219
45,16,1,30,99051
22,3,2,33,59065
35,4,4,32,82918
39,7,3,36,87483
40,9,3,38,97437
43,16,4,22,121841
60,35,3,45,201409
53,20,3,28,137476
46,16,4,35,136832
56,31,3,43,186205
26,2,2,30,56353
45,13,3,32,114615
41,9,2,46,92518
41,15,4,28,127127
23,0,3,42,61041
55,24,4,51,171089
31,9,1,51,73574
49,11,3,46,106210
23,3,2,43,63081
51,29,5,39,193339
41,0,4,33,77635
56,16,3,40,128997
32,4,2,59,75776
52,13,4,20,117663
34,7,2,50,85298
53,19,2,31,120808
65,29,5,47,204416
29,6,3,46,89244
63,5,3,48,96300
37,7,3,55,101438
29,5,3,53,89570
53,17,4,52,143271
36,3,4,25,78351
42,6,3,53,94450
26,0,4,40,77836
41,2,2,22,53942
50,21,1,52,127716
26,3,3,30,70111
31,8,4,50,105827
22,0,2,35,50796
26,0,2,25,42683
33,9,4,33,107809
37,3,3,51,84438
62,22,3,33,142808
64,24,1,23,121810
56,8,1,44,77007
32,12,2,43,99259
40,11,1,20,67017
55,16,5,26,149028
22,0,2,24,43440
27,2,5,40,95949
23,1,4,56,88468
27,6,5,24,104497
29,1,1,46,48502
56,2,2,20,60883
54,0,1,36,48918
60,24,1,20,119172
29,5,2,56,80055
46,27,4,49,179735
30,1,1,22,31420
50,7,3,48,100282
33,4,3,33,75671
58,10,3,45,108086
24,1,2,47,59628
48,27,4,46,177080
21,0,5,46,92184
43,11,3,53,112106
61,18,4,26,137319
65,31,5,29,200847
52,21,1,34,114963
23,1,2,39,49782
55,24,3,22,143353
52,31,1,42,153888
27,0,3,39,62308
23,0,2,60,58027
36,8,1,32,63342
35,13,3,25,103682
32,4,4,29,88833
38,5,5,34,100347
53,12,1,38,83749
50,14,3,55,124530
42,16,1,41,104430
35,4,3,25,70805
64,30,5,50,212111
29,5,4,45,97481
42,11,3,42,108068
52,13,4,41,130220
63,5,4,52,105329
38,7,2,55,81131
50,19,2,21,117953
63,36,2,26,182047
62,0,3,46,78077
60,4,3,54,93613
42,6,2,38,76845
22,1,1,45,39939
64,16,4,29,140090
61,1,1,37,48303
47,12,2,53,102043
21,0,4,55,82972
29,0,4,48,83459
48,24,3,37,146655
65,0,5,37,97405
36,12,2,50,102709
39,3,2,52,67629
55,25,1,57,141323
21,2,3,60,80473
43,17,2,59,120664
23,4,2,24,56366
24,0,4,34,73552
31,6,5,27,105441
25,2,2,36,56105
41,9,5,56,130968
29,8,1,29,63738
31,3,1,26,48243
63,14,2,41,114114
27,1,4,39,76762
27,4,1,46,59353
47,10,4,45,120896
37,2,1,55,57100
40,16,4,41,131283
51,1,3,27,71578
30,7,4,30,99198
59,34,3,28,183787
44,5,1,51,66005
65,25,4,51,181418
35,4,5,37,98439
46,6,3,29,82019
45,21,1,58,129267
58,8,2,28,81420
29,6,2,52,77309
46,17,2,33,114298
45,4,4,33,88038
59,32,4,52,206721
65,8,1,28,71225
64,29,5,30,196711
26,4,4,31,81636
47,27,3,22,149640
52,34,4,39,203986
38,2,2,54,67609
63,24,5,28,173141
30,9,4,46,106573
27,6,5,35,100538
34,8,2,47,87721
22,3,3,26,69280
43,17,3,33,125344
62,25,2,59,161372
23,0,4,25,63914
42,18,5,26,151136
64,26,2,26,144530
63,7,2,58,91562
39,8,1,26,59615
32,8,4,49,110004
22,2,3,37,68476
32,3,1,21,36585
46,18,4,60,149378
42,20,4,26,141157
36,10,5,45,127128
38,8,2,29,72616
48,16,4,39,139256
42,7,4,23,99205
25,1,3,59,71028
47,17,3,47,135216
54,0,5,41,96359
35,1,4,49,87374
21,0,4,54,84924
46,21,4,35,156145
63,18,3,25,126127
28,0,2,39,53671
32,3,5,34,95727
60,29,2,54,170271
37,0,4,44,83919
37,5,1,56,68891
31,5,5,53,107232
26,0,2,44,51140
49,15,2,57,122433
28,1,2,54,59633
51,27,5,42,191170
22,1,1,29,34012
46,24,2,20,129360
25,1,4,21,63808
58,27,5,32,185984
42,21,5,48,168344
32,1,5,50,100599
34,5,5,42,102879
57,22,1,22,120613
32,9,1,58,79207
49,0,4,33,74217
46,8,3,49,103050
47,9,5,25,115773
21,0,5,26,73696
38,6,2,26,69222
35,3,1,50,52642
64,2,1,32,49361
52,12,2,29,99691
26,1,1,56,49852
38,9,1,31,69386
36,7,4,35,95049
35,15,2,22,101049
56,6,3,23,81797
60,13,3,60,128212
52,1,4,25,77847
44,13,5,49,143785
43,9,4,37,111433
40,11,4,43,116507
31,3,3,33,68839
44,24,3,59,165091
49,13,5,48,144709
40,10,1,59,88424
57,6,4,81,111267
23,2,4,40,80564
46,13,3,36,112266
29,1,5,33,87806
46,4,5,47,113605
59,11,1,44,83973
43,5,4,23,92806
45,12,3,59,115397
31,9,1,33,71235
50,25,1,41,131186
27,8,3,45,92503
45,1,1,52,54095
65,39,5,22,227841
23,1,1,22,29279
43,5,5,60,117093
44,3,4,49,90316
50,21,2,44,131828
39,14,2,30,102730
39,3,4,59,100135
32,12,3,52,114592
90,2,4,54,83985
60,42,4,43,234129
23,1,3,58,70435
44,0,3,42,65006
58,6,1,30,66465
32,0,3,46,65693
23,0,3,47,68111
29,4,5,41,104379
64,3,5,33,108358
28,0,2,48,52928
26,3,1,26,45133
64,8,4,30,108577
43,9,5,45,127448
25,0,4,56,79898
44,10,3,57,111855
51,24,5,46,185419
54,20,1,22,110502
37,16,1,24,85528
76,17,3,58,135164
60,18,3,60,150637
24,1,4,33,74829
21,1,5,50,96322
22,0,5,51,86064
24,5,3,31,79668
35,11,2,56,102490
63,25,1,45,135131
52,21,3,55,153836
25,4,4,32,80222
60,7,3,39,100008
34,8,3,31,84399
62,35,4,33,205910
33,9,2,42,82655
46,11,1,28,79485
65,12,1,51,98254
47,8,1,22,63616
25,7,4,33,90713
43,14,4,54,131896
29,6,1,51,61015
31,9,2,38,83522
44,7,1,24,62758
45,11,5,41,127841
42,12,5,40,128785
30,4,3,57,90991
39,6,1,51,70638
47,1,5,46,102414
24,0,2,22,45408
54,35,1,53,173783
64,0,1,57,62465
42,10,1,56,83527
25,0,2,52,53582
54,20,5,29,163305
45,12,2,42,99853
38,7,3,52,100230
24,4,5,33,92105
32,11,4,57,119303
51,24,3,47,159039
40,18,4,54,153464
26,3,2,55,72588
38,10,3,58,113886
21,0,1,51,44107
34,1,4,45,87028
22,0,5,22,76866
64,24,2,53,151457
22,0,5,52,86800
41,10,4,47,117657
38,14,5,27,132067
24,2,4,52,87647
49,0,5,39,96611
22,0,5,37,78800
43,19,2,24,117756
28,2,3,55,79071
50,7,1,45,70206
42,17,2,60,127594
33,1,1,60,55362
30,1,1,57,47498
43,0,3,51,75248
27,2,5,30,90602
32,2,2,35,51943
21,1,5,26,77911
36,6,3,45,89219
49,23,1,21,116006
29,3,3,40,73314
38,13,5,24,129840
41,10,1,51,83207
63,21,2,58,143869
49,22,1,27,117908
29,6,2,55,83044
55,8,4,21,104412
21,1,3,20,59413
60,29,2,41,167526
21,0,2,54,53868
38,8,5,39,120100
21,0,4,26,67534
51,5,2,46,80061
25,7,5,41,112316
28,10,5,55,126578
27,1,5,52,91496
28,1,1,54,45190
31,4,3,51,80869
41,6,4,26,95246
56,13,2,24,93231
27,1,4,60,92700
52,17,3,30,127812
42,1,5,56,102447
30,4,1,29,46423
21,1,2,26,49253
59,24,4,46,166476
21,2,1,36,42841
49,8,2,50,91799
24,0,1,37,35818
24,0,3,22,53853
35,5,5,23,95876
63,34,3,46,200262
64,34,5,30,214936
46,5,5,36,106642
64,7,4,51,114078
55,2,5,22,97508
22,0,2,49,52814
49,1,4,35,85898
36,15,2,21,99787
25,3,3,55,82359
43,2,3,35,68450
42,18,4,59,147277
60,12,1,52,93663
39,2,1,46,53668
62,7,1,60,82143
21,0,1,25,28885
33,6,2,57,79142
27,2,5,23,84388
44,3,2,51,73845
58,7,4,40,111340
59,8,5,39,127589
45,0,1,41,49369
60,27,5,57,203345
32,9,1,42,71855
44,14,4,26,120104
21,0,3,55,65154
64,37,2,26,184731
57,21,1,31,116781
36,3,3,35,73607
54,33,1,49,169517
38,9,2,36,85802
49,22,3,24,140103
39,8,1,25,60784
33,2,3,51,74812
44,2,2,21,55308
49,13,2,32,103549
40,10,2,51,93345
40,17,4,47,143614
40,17,4,35,140342
44,26,3,45,156695
40,6,1,27,60046
62,39,4,38,218747
63,31,2,37,170767
25,2,5,39,90729
59,30,5,48,207852
29,3,5,22,88479
44,12,4,51,129774
51,18,3,31,130703
61,34,1,45,168400
55,21,2,34,125360
23,1,2,54,64187
52,23,4,37,162358
29,0,3,51,65370
43,18,1,47,106074
32,0,4,24,71355
26,3,5,28,86310
32,6,3,43,90673
28,0,2,37,47748
57,14,1,48,101859
49,11,1,35,83677
27,0,4,55,86296
23,4,3,36,77314
22,2,5,34,89426
46,12,4,50,128316
47,4,2,39,73401
43,1,1,24,41834
48,16,4,50,145703
48,2,1,36,50598
39,13,3,55,122672
53,29,3,43,176049
21,0,4,24,67433
50,15,3,55,133487
34,5,4,27,89301
49,21,1,40,119592
37,6,1,37,64181
43,20,5,25,157079
59,27,4,26,167717
56,24,3,41,154991
21,0,1,44,40349
44,6,4,40,99724
29,8,4,54,107442
32,4,5,26,97485
52,26,5,56,194457
32,2,2,52,67373
36,13,4,51,130998
52,25,4,60,184367
31,1,5,34,89860
37,12,3,25,101412
33,6,2,60,82152
21,2,5,57,97460
42,11,2,44,91957
33,9,5,23,115942
48,20,4,38,145981
32,11,2,22,79739
21,1,1,54,49448
59,17,5,34,157098
62,15,4,45,143235
51,12,5,33,135238
40,11,1,35,76523
62,5,5,58,123907
21,0,4,27,65879
25,7,1,58,70313
47,23,4,49,163955
38,5,3,57,88042
29,1,5,39,91923
35,11,1,37,79392
63,6,2,22,70821
47,14,5,33,134720
50,27,3,35,159570
22,0,3,33,61854
34,2,3,39,67542
23,0,4,50,77731
61,10,1,25,79689
58,20,5,39,168038
48,4,5,44,104986
25,1,2,21,46545
34,16,4,46,134644
27,3,3,47,80276
55,5,5,30,109742
48,29,2,59,170554
39,9,2,21,77671
61,32,3,37,179515
64,21,2,32,134959
21,1,5,37,91738
41,14,5,47,142716
29,4,5,53,112512
61,33,4,32,195367
64,38,3,34,208743
50,4,2,22,59001
63,8,1,45,83543
23,2,5,21,81255
33,8,5,53,124041
55,10,2,22,85981
63,17,2,46,123300
36,15,1,53,100834
21,0,3,31,56676
30,8,1,38,67811
30,1,3,46,69790
41,2,4,33,86792
52,16,4,25,130692
41,12,1,26,75520
27,6,1,34,58037
24,0,4,23,60805
45,0,1,52,53091
65,7,2,20,80170
35,0,1,34,39967
31,3,3,25,65083
34,0,2,34,54476
25,2,2,30,55753
59,19,5,26,154293
46,16,3,22,113067
52,6,1,40,71495
58,29,4,27,178233
40,3,4,53,95123
49,1,4,37,85905
59,2,4,25,78993
25,4,4,21,74344
38,11,4,60,125119
59,4,1,50,67291
34,6,4,29,88245
58,5,2,57,83002
48,3,4,55,99405
37,15,4,49,136312
62,42,5,23,234726
52,10,5,50,132194
55,37,5,34,219540
23,0,5,41,82536
48,7,4,34,101422
28,8,1,28,62467
32,13,5,60,143689
56,10,1,52,84937
43,25,4,51,174845
65,27,2,54,165515
65,41,5,44,240168
31,1,1,38,43354
63,19,5,57,176641
44,18,1,55,109517
57,26,1,53,140522
25,2,5,45,100644
50,22,1,38,124535
49,5,1,50,71431
60,32,2,30,171426
45,8,1,31,66633
55,28,4,22,167216
52,31,4,43,191766
44,3,4,23,80921
44,8,2,39,79629
34,2,5,42,98338
48,10,1,38,75794
22,0,2,20,36195
35,12,5,24,125820
50,19,5,48,167898
47,18,3,23,126334
63,2,1,57,65910
62,37,1,33,176456
56,25,2,42,145144
34,11,5,49,127935
45,10,2,46,90418
25,2,2,30,48653
28,5,5,35,100630
21,0,5,23,77830
22,0,4,42,73808
28,4,3,51,80393
44,2,5,47,98693
23,0,2,58,55396
23,1,3,47,67791
58,9,1,35,74287
57,4,2,45,73894
52,11,3,40,111189
44,5,1,42,59036
52,34,4,40,205757
57,29,4,56,188940
42,8,1,31,69018
65,37,1,36,181915
42,12,1,47,92794
57,4,5,55,119724
35,3,1,40,51259
22,2,4,40,78914
26,0,3,57,66293
45,4,2,20,64074
24,2,2,52,67354
30,10,3,34,100306
39,11,3,28,100597
63,3,3,33,76534
30,2,1,24,43049
35,3,3,24,62949
27,4,1,23,39731
58,28,3,58,180314
41,11,4,39,115170
36,4,3,31,70052
49,27,3,58,169226
64,25,4,41,172792
41,12,3,56,116460
53,18,5,44,159194
56,17,1,21,99695
41,16,5,38,142073
43,22,1,28,118314
30,12,5,20,116442
49,11,5,24,128143
41,20,3,23,132392
26,3,1,53,54771
25,4,3,29,66596
23,3,5,31,94090
48,7,1,28,66007
65,3,1,31,58464
47,17,1,20,95281
23,0,1,34,36780
57,26,1,45,146083
29,6,1,60,71562
21,1,5,53,93360
43,23,4,42,163226
28,0,3,59,70290
28,3,2,24,51781
60,31,5,53,208901
62,35,5,55,225296
46,13,5,41,139862
37,11,4,49,116022
61,7,3,24,91534
22,0,2,52,58215
23,2,2,23,48538
65,23,1,51,134860
25,0,4,34,73065
61,32,1,33,160320
27,3,1,53,57629
63,8,3,45,99427
48,9,5,28,114985
28,3,2,41,63102
52,26,2,24,137798
30,9,1,51,72557
61,8,4,28,109505
22,0,5,32,83814
61,23,2,34,138084
28,8,2,48,80531
44,15,3,37,114057
42,15,3,55,130960
37,7,1,58,71461
54,2,3,42,74476
55,26,1,27,133313
55,27,3,25,159208
56,3,5,47,104549
39,6,3,23,79614
50,12,3,53,119617
54,20,3,37,138489
23,0,1,28,31959
43,16,3,59,132062
44,2,4,56,97346
34,0,5,38,89724
38,10,3,50,108520
25,6,4,23,82298
57,20,3,48,146667
23,2,5,28,83420
46,10,5,45,130830
25,5,1,42,59476
47,8,4,20,97794
62,9,1,26,71632
36,10,4,21,106587
41,16,5,22,139472
41,3,3,35,79177
28,6,2,20,61119
27,4,3,25,69605
50,27,1,53,143685
37,11,5,36,124441
34,5,2,84,76763
36,11,3,59,114008
26,4,5,29,94546
34,7,2,57,81680
30,5,2,47,77471
61,19,1,49,121661
65,10,2,43,102462
63,10,4,29,117854
55,28,3,56,179337
32,2,2,54,70738
40,11,2,49,99187
61,7,1,25,70907
59,7,4,24,97151
55,1,1,24,42466
48,2,1,36,53607
52,5,5,35,109956
23,2,3,25,60998
54,0,3,28,66247
65,10,3,51,109725
22,0,4,28,65994
31,0,4,28,67854
25,0,3,41,63510
50,20,4,43,151462
56,23,1,21,117278
24,2,2,27,45526
26,3,5,47,100420
47,0,2,43,59470
31,5,1,29,48294
44,23,2,60,146123
65,29,3,20,163636
33,14,5,56,142759
63,10,3,51,111880
28,5,2,42,67125
56,35,3,49,200114
41,5,1,60,73933
50,28,5,59,198895
28,10,3,36,100020
57,18,1,59,115747
30,1,3,24,62124
61,9,2,27,84395
41,0,4,28,68893
25,0,2,56,57233
47,18,5,25,145859
62,0,5,48,98861
49,12,1,50,93273
33,7,5,20,106588
31,2,1,24,43031
46,20,1,49,117656
61,22,4,43,163261
37,6,2,32,65981
24,2,1,33,38648
54,15,3,37,117517
41,1,1,28,39572
62,38,2,35,193449
28,1,2,53,56297
21,0,3,28,55762
31,2,5,45,101441
65,37,5,33,227484
35,7,5,29,110886
57,11,2,25,95785
60,14,5,37,147948
56,31,5,37,202805
60,12,5,57,149569
64,20,5,34,163746
34,0,3,49,64839
29,1,5,49,98545
36,15,4,46,132172
55,33,4,60,212969
51,20,5,60,172138
53,30,4,35,185239
23,4,2,35,60330
60,24,1,60,137786
28,4,4,35,85587
32,1,1,55,46839
44,8,1,45,72347
48,26,5,43,183300
33,11,5,37,121975
37,5,4,57,108568
31,9,5,23,115110
44,1,4,52,86794
45,3,2,54,69878
38,3,5,50,110577
24,2,3,41,73504
48,4,3,57,87160
22,3,4,52,90926
36,12,5,31,124969
41,6,3,21,76715
34,6,1,36,60479
26,1,4,23,73804
34,11,5,51,131179
39,18,4,60,147241
31,1,2,38,58839
56,9,5,41,126469
45,12,3,29,101830
48,16,2,40,113713
29,0,5,36,85117
55,2,4,41,86618
64,24,2,53,152669
28,3,4,59,96416
61,37,3,28,192559
53,24,4,22,159831
37,0,2,28,43043
64,13,4,57,137541
49,7,5,28,113475
35,11,2,37,93879
40,1,4,23,74741
62,34,4,20,191061
40,8,1,53,75028
25,2,3,46,76564
32,2,1,38,43048
31,11,2,58,103720
30,5,2,43,67824
24,0,2,25,45362
23,2,2,37,52153
22,1,4,56,83311
45,24,4,43,167337
60,37,2,33,188514
36,3,1,28,42989
50,21,4,47,154693
53,28,4,22,174860
58,5,1,60,78835
33,13,3,47,118175
34,15,3,36,120158
63,0,1,45,51816
36,5,1,31,58822
46,2,5,43,100864
30,5,3,28,72400
23,1,3,55,73014
64,39,2,57,210816
65,25,2,40,152309
57,29,4,34,179008
45,27,3,30,157419
36,1,1,25,37841
25,6,5,57,112627
38,14,4,42,127975
60,14,5,40,145710
51,17,5,29,147976
36,13,1,22,74330
62,11,3,39,106627
50,30,5,59,207759
30,2,3,27,62542
65,13,5,44,147287
40,1,1,36,48015
23,1,2,29,48764
28,7,4,33,96237
65,27,1,46,147576
54,21,5,21,159535
25,2,3,41,69938
51,9,2,59,98227
56,32,1,26,155866
42,6,4,60,109163
30,11,1,23,68682
51,19,1,55,122392
58,31,2,28,162352
23,0,5,34,82872
62,0,1,58,56670
56,12,5,32,129207
29,3,3,30,65634
37,5,1,47,58216
57,14,4,49,141659
49,21,1,56,125512
32,0,5,45,92740
59,17,5,45,153801
52,3,4,38,90439
53,19,5,33,158071
49,9,5,22,114692
45,9,1,60,86625
59,21,5,31,165391
53,13,5,25,135311
31,5,4,30,87731
28,1,3,41,68202
53,10,4,53,128209
37,9,5,58,133991
32,10,1,29,68739
63,25,3,22,152210
35,3,2,32,60540
52,2,2,23,57766
65,24,3,60,172766
27,1,3,49,70650
27,1,4,38,72824
40,9,5,47,126340
42,5,3,60,89924
31,7,4,58,114062
52,1,5,36,98845
51,2,2,29,55347
63,14,1,39,96482
64,30,5,42,205783
43,7,2,47,85593
61,35,5,31,216228
33,0,5,38,84738
37,0,1,56,47655
54,12,1,27,81892
28,4,2,49,69500
36,11,2,53,95804
46,7,1,28,66191
36,14,2,59,115351
24,0,2,33,43118
44,17,3,51,128787
36,2,1,27,46406
48,17,4,39,139125
61,4,2,47,75054
21,0,3,28,58850
54,18,3,24,123987
34,4,5,58,116790
38,0,5,34,86266
47,12,4,54,125340
65,20,3,33,141064
62,34,5,59,225994
65,35,3,23,189864
55,2,4,48,96967
31,10,5,27,115916
47,4,2,36,69885
25,4,4,33,80317
34,6,2,56,80088
38,11,4,30,112665
45,14,5,52,151907
26,4,2,51,67795
31,12,2,47,97491
25,2,2,90,67632
45,20,4,57,154867
25,4,1,22,41621
28,4,5,44,102526
38,5,3,60,90330
31,2,3,32,63333
50,18,4,42,146860
35,15,3,25,107447
57,7,1,53,79785
34,7,4,39,96428
54,13,3,26,110286
50,13,1,48,90619
25,0,3,31,53333
28,4,1,59,59651
48,20,1,38,109372
24,2,3,46,74600
61,28,3,23,160835
54,29,3,50,181669
50,5,4,46,99426
50,4,2,46,77994
59,21,4,57,166927
23,0,3,46,66722
59,6,1,21,55690
37,9,4,48,108772
37,13,4,42,125902
24,1,3,53,72122
48,9,4,52,122942
49,19,1,38,113498
50,10,4,33,111053
42,11,2,32,90836
32,12,3,27,96459
42,2,3,37,73553
23,0,5,35,80066
53,17,5,54,163593
30,5,5,42,110255
55,5,2,56,85113
31,7,1,46,70144
30,4,1,39,55508
63,29,5,55,208288
52,13,2,24,100099
28,0,3,54,70443
25,6,1,52,63510
27,3,4,41,88938
61,25,2,43,148938
36,12,5,25,127609
52,4,5,36,110885
32,0,5,46,96175
39,18,3,23,118663
40,13,2,30,98649
29,9,5,24,111286
60,38,2,51,195588
29,0,4,36,74611
40,18,3,28,126553
48,27,2,34,144166
23,2,4,32,76088
48,8,3,54,106440
65,6,2,51,84509
27,2,5,60,106445
65,29,3,25,167915
36,5,3,39,81299
22,2,1,37,39622
28,0,2,47,55689
49,18,2,56,125795
30,0,3,34,57646
21,0,5,28,76337
33,12,4,42,122949
25,6,5,58,119458
32,8,1,37,71412
22,1,5,24,77844
60,17,3,25,127635
37,12,2,35,92340
30,10,2,39,89189
46,13,5,33,136310
29,6,1,49,60505
33,3,2,35,56450
42,11,2,54,101346
51,30,2,49,162694
65,34,3,22,185076
44,13,1,21,79773
33,4,3,49,79420
