Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Model,Price
1094,Audi,2005,1.4,Petrol,Automatic,18800,Used,A3,63510.95
1095,Honda,2017,3.7,Diesel,Automatic,56440,Used,Accord,80018.5
1096,Mercedes,2005,2.9,Petrol,Manual,127521,Like New,GLA,82138.86
1097,Ford,2018,4,Hybrid,Manual,121327,New,Mustang,23422.9
1098,Ford,2011,2.9,Electric,Manual,49648,Used,Fiesta,27480.49
1099,Tesla,2010,2.2,Hybrid,Manual,291908,Like New,Model X,88299.14
1100,Ford,2001,1.5,Hybrid,Manual,294614,Like New,Mustang,82854.17
1101,Tesla,2014,2.6,Hybrid,Manual,256160,New,Model S,63673.84
1102,Tesla,2011,1.5,Diesel,Automatic,169573,Used,Model S,99496.42
1103,Mercedes,2011,1.9,Diesel,Automatic,57207,Used,GLA,74842.47
1104,Ford,2008,5.9,Diesel,Manual,62157,Used,Focus,25504.49
1105,Tesla,2020,3.2,Electric,Automatic,134288,Like New,Model S,85431.19
1106,BMW,2023,3.7,Diesel,Automatic,153144,Used,5 Series,44399.6
1107,Audi,2001,5.4,Petrol,Automatic,93778,Used,Q7,8434.5
1108,Honda,2021,6,Hybrid,Automatic,130016,Used,Fit,35535.02
1109,Honda,2002,3.9,Electric,Manual,124288,Used,Fit,77537.37
1110,Mercedes,2011,5.1,Electric,Automatic,168204,New,GLC,96219.59
1111,Ford,2015,2.6,Electric,Automatic,110573,New,Mustang,31232.96
1112,Ford,2020,2.5,Electric,Manual,120730,New,Explorer,28419.05
1113,Tesla,2023,3,Electric,Manual,64186,Used,Model Y,58543.58
1114,Toyota,2000,4.4,Petrol,Manual,267104,Used,Camry,82109.97
1115,Tesla,2020,4.4,Hybrid,Manual,18781,Like New,Model 3,75919.94
1116,Audi,2002,2.6,Electric,Automatic,237677,Like New,A3,58196.1
1117,BMW,2019,1.7,Hybrid,Manual,257506,Like New,X5,64982.02
1118,Honda,2001,4.2,Diesel,Automatic,31126,Used,CR-V,27999.4
1119,Tesla,2008,1.6,Electric,Automatic,238217,New,Model X,46094.56
1120,Toyota,2018,3.9,Electric,Manual,280027,New,Camry,29259.73
1121,Toyota,2014,4.5,Hybrid,Manual,29782,New,Camry,89019.71
1122,Tesla,2017,4.5,Electric,Manual,148051,Used,Model X,15692.68
1123,Mercedes,2010,4.8,Electric,Manual,295890,New,E-Class,69575.35
1124,Honda,2022,5.4,Electric,Manual,261161,Like New,Civic,29726.9
1125,Mercedes,2015,3.5,Petrol,Manual,66266,Like New,GLA,50179.85
1126,BMW,2021,4.7,Petrol,Automatic,56,New,X3,33444.21
1127,Toyota,2016,4.1,Electric,Automatic,293601,Like New,Prius,35708.31
1128,Toyota,2004,1.9,Petrol,Automatic,132773,New,Prius,29737.34
1129,Audi,2011,1.1,Diesel,Automatic,187453,New,A3,76515.33
1130,BMW,2010,2.4,Electric,Manual,181510,Like New,X3,39743.01
1131,Toyota,2014,3.2,Diesel,Manual,80636,Like New,RAV4,74003.92
1132,BMW,2002,4.1,Hybrid,Automatic,66483,Like New,5 Series,48326.64
1133,Honda,2000,5.2,Diesel,Automatic,20505,Like New,Accord,56988.37
1134,Ford,2019,2,Hybrid,Automatic,33525,New,Focus,56612.31
1135,Toyota,2015,1.6,Electric,Manual,211474,Like New,RAV4,97705.95
1136,Audi,2001,5.8,Hybrid,Manual,96008,Like New,A4,39870.93
1137,Honda,2001,1.5,Hybrid,Manual,44348,Used,Accord,24729.99
1138,Tesla,2002,3.4,Diesel,Automatic,202259,Like New,Model 3,91620.23
1139,BMW,2007,3.9,Diesel,Automatic,269417,Like New,5 Series,21609.73
1140,Tesla,2023,3.7,Diesel,Manual,206641,New,Model 3,84270.17
1141,Mercedes,2014,1.4,Electric,Manual,134607,New,C-Class,19270.42
1142,Honda,2006,1.3,Electric,Automatic,214096,Used,Accord,67578.81
1143,Tesla,2005,1.5,Diesel,Automatic,107157,Like New,Model 3,19301.38
1144,Toyota,2008,3.9,Electric,Manual,908,Like New,Prius,92693.15
1145,BMW,2019,3.7,Electric,Automatic,252299,Like New,X5,58675.79
1146,Ford,2000,2.2,Hybrid,Manual,201225,Like New,Mustang,36281.01
1147,Honda,2007,4.2,Hybrid,Manual,108352,Like New,Accord,18330.66
1148,Toyota,2022,5.1,Diesel,Automatic,95967,Like New,Camry,40263.26
1149,Audi,2022,1.2,Electric,Automatic,35079,Used,A4,71976.9
1150,Mercedes,2002,3.5,Hybrid,Automatic,212628,Like New,GLC,41570.33
1151,BMW,2003,4.4,Petrol,Manual,111889,Like New,X5,28378.94
1152,Honda,2014,2.3,Electric,Automatic,262063,Like New,CR-V,59853.9
1153,Honda,2005,2.5,Petrol,Automatic,46105,Used,Fit,44693.08
1154,Ford,2014,4.1,Diesel,Manual,132957,Like New,Fiesta,20751.59
1155,Ford,2020,5.5,Electric,Manual,1049,Used,Mustang,19628.86
1156,Audi,2002,5,Diesel,Automatic,53281,New,Q7,72208.89
1157,Mercedes,2020,3.9,Diesel,Manual,66697,Like New,C-Class,97593.83
1158,Audi,2020,4.7,Diesel,Manual,36534,Used,Q7,27143.94
1159,Toyota,2013,2.8,Diesel,Manual,93034,New,Prius,78449.12
1160,Toyota,2019,4.2,Diesel,Automatic,58097,Used,Camry,13322.64
1161,Audi,2013,3.3,Electric,Automatic,184885,Used,Q7,41249.71
1162,Mercedes,2003,1.9,Petrol,Manual,287181,New,GLC,53135.37
1163,Audi,2011,4.5,Electric,Manual,27278,Like New,Q7,30530.96
1164,Mercedes,2016,3.8,Electric,Manual,139344,Like New,C-Class,55309.95
1165,Mercedes,2006,2.8,Electric,Automatic,73277,Used,C-Class,88848.37
1166,Tesla,2008,5.6,Hybrid,Manual,4694,New,Model 3,94721.61
1167,BMW,2002,1.1,Hybrid,Manual,58150,Like New,3 Series,14552.91
1168,Mercedes,2012,2.6,Electric,Automatic,67470,Used,GLA,30825.36
1169,Ford,2014,1.3,Petrol,Manual,21556,New,Explorer,98017.72
1170,Mercedes,2017,4.8,Electric,Automatic,195543,Used,GLC,30689.75
1171,Mercedes,2018,4.5,Diesel,Automatic,49086,New,C-Class,70807.2
1172,Mercedes,2000,2.7,Hybrid,Automatic,149979,Like New,E-Class,29078.1
1173,Tesla,2005,4.4,Hybrid,Manual,248399,Like New,Model 3,38854.73
1174,Tesla,2022,3,Electric,Manual,179559,Used,Model S,23171.5
1175,Toyota,2001,4.8,Electric,Automatic,99468,Like New,Camry,86348.52
1176,Tesla,2023,3.3,Petrol,Manual,295531,Like New,Model X,88851.63
1177,Ford,2013,3.1,Petrol,Automatic,68602,New,Focus,33206.69
1178,Ford,2005,5.7,Diesel,Manual,2460,Like New,Mustang,83241.03
1179,Tesla,2013,2.3,Electric,Automatic,72356,New,Model S,39032.96
1180,Audi,2003,1.6,Electric,Automatic,259925,New,Q7,14406.85
1181,BMW,2020,3.9,Electric,Manual,16191,Used,X5,77017.26
1182,Tesla,2007,5.8,Hybrid,Manual,84631,New,Model S,61662.39
1183,Mercedes,2002,2.9,Diesel,Manual,245702,Like New,E-Class,31066.33
1184,Honda,2018,1.3,Petrol,Manual,272673,New,Fit,29034.98
1185,BMW,2013,2.7,Hybrid,Automatic,32175,New,3 Series,97684.22
1186,BMW,2019,3.5,Hybrid,Automatic,279819,Used,5 Series,86937.6
1187,Ford,2016,1.8,Hybrid,Manual,157048,Like New,Focus,81930.84
1188,BMW,2007,4.3,Hybrid,Manual,194188,Like New,X3,17161.68
1189,Tesla,2023,6,Diesel,Automatic,62821,Like New,Model Y,76742.79
1190,Mercedes,2013,3.3,Electric,Manual,12204,New,C-Class,25381.32
1191,Mercedes,2005,2.8,Petrol,Manual,269538,Like New,GLA,97851.95
1192,Toyota,2022,3,Petrol,Manual,246464,Like New,RAV4,9948.47
1193,Mercedes,2021,1.6,Hybrid,Manual,33593,New,E-Class,38453.16
1194,Mercedes,2015,5.4,Hybrid,Automatic,208260,Used,GLC,45721.54
1195,Ford,2018,3.1,Diesel,Automatic,115064,Used,Mustang,83299.28
1196,Mercedes,2013,2.9,Hybrid,Manual,53365,New,E-Class,77791.17
1197,Toyota,2018,4.3,Petrol,Automatic,240644,Used,RAV4,40624.25
1198,Honda,2002,3.2,Petrol,Manual,220511,Used,CR-V,58728.23
1199,Tesla,2009,4.2,Electric,Manual,206971,Used,Model X,84381.54
1200,Ford,2018,1.3,Electric,Manual,103700,Like New,Mustang,6728.96
1201,Honda,2008,5.1,Petrol,Automatic,68247,Used,Accord,81206.92
1202,Ford,2019,5.7,Petrol,Automatic,182631,Like New,Fiesta,94955.12
1203,Audi,2012,4.2,Diesel,Automatic,156270,Used,A3,8046.13
1204,BMW,2006,5.8,Diesel,Automatic,153560,Like New,X3,9330.19
1205,Audi,2013,1.8,Petrol,Automatic,169587,New,A3,37728.83
1206,Mercedes,2008,3.4,Hybrid,Manual,290042,New,C-Class,13338.11
1207,Honda,2022,4,Electric,Manual,181142,Used,CR-V,50531.23
1208,Mercedes,2018,3.9,Petrol,Automatic,62613,Like New,GLC,74227.52
1209,BMW,2014,3,Hybrid,Automatic,96707,New,5 Series,58855.43
1210,Ford,2019,2.7,Petrol,Automatic,47003,New,Mustang,23661.03
1211,BMW,2013,1.6,Electric,Manual,48478,New,X5,67207.07
1212,Toyota,2023,3,Electric,Automatic,59030,New,RAV4,70061.18
1213,BMW,2005,1.8,Diesel,Manual,184133,Used,3 Series,93582.37
1214,Toyota,2020,4.7,Diesel,Manual,145921,Like New,RAV4,18945.71
1215,BMW,2003,2,Diesel,Automatic,246160,New,5 Series,70771.94
1216,Tesla,2007,1.3,Diesel,Manual,267589,Used,Model 3,91585.59
1217,Toyota,2016,3.8,Electric,Manual,149112,New,RAV4,52648.59
1218,Honda,2008,4,Hybrid,Automatic,262390,New,CR-V,39370.97
1219,Mercedes,2000,5.4,Hybrid,Manual,31153,New,C-Class,21221.2
1220,Mercedes,2023,3.9,Hybrid,Automatic,267356,New,GLC,87344.75
1221,Audi,2019,2.7,Petrol,Manual,134411,Used,A3,42453.41
1222,Mercedes,2013,5,Diesel,Automatic,56238,Like New,GLC,92863.83
1223,Ford,2010,3.7,Diesel,Automatic,296751,Used,Fiesta,85537.04
1224,Tesla,2020,1.4,Electric,Manual,52055,Used,Model 3,40780.79
1225,BMW,2002,3.8,Electric,Automatic,104509,Used,X5,59521.86
1226,Audi,2008,5.5,Petrol,Manual,135467,New,Q5,7581.53
1227,Ford,2013,3,Petrol,Manual,127378,Like New,Explorer,30006.03
1228,Ford,2008,2.5,Hybrid,Automatic,87687,New,Fiesta,72475.92
1229,Toyota,2003,1.7,Electric,Manual,102652,Used,Prius,69401.54
1230,Mercedes,2003,1.8,Diesel,Automatic,55773,New,C-Class,38570.1
1231,Honda,2007,3.2,Hybrid,Manual,202668,Like New,Accord,81817.76
1232,Honda,2001,4,Diesel,Manual,27584,Like New,Accord,27404.42
1233,Audi,2008,1.4,Hybrid,Automatic,244901,New,A4,48820.7
1234,Tesla,2013,5.7,Diesel,Manual,265482,Used,Model S,49890.41
1235,Honda,2021,4.8,Petrol,Manual,62601,New,Fit,37377.59
1236,BMW,2008,3.9,Hybrid,Manual,136559,Used,5 Series,95693.28
1237,Honda,2023,5.1,Diesel,Manual,36282,Like New,Civic,71184.98
1238,Audi,2022,1.4,Diesel,Manual,226137,New,Q5,56223.94
1239,Honda,2015,3.4,Electric,Manual,95798,Like New,Accord,53498.93
1240,BMW,2016,4.2,Hybrid,Manual,130963,Used,X5,20133.13
1241,Toyota,2015,5.1,Diesel,Manual,159876,Used,RAV4,40357.76
1242,Tesla,2011,4.9,Electric,Automatic,140987,New,Model Y,68913.46
1243,Audi,2002,2.4,Diesel,Manual,273302,New,A4,92834.17
1244,Toyota,2010,5.7,Hybrid,Manual,205229,New,Prius,82564.09
1245,Toyota,2013,1.6,Petrol,Automatic,10547,Like New,Camry,33537.03
1246,Toyota,2017,5.4,Hybrid,Automatic,264603,Used,Camry,46225.88
1247,Ford,2020,5.9,Hybrid,Automatic,63146,Used,Fiesta,12877.16
1248,Tesla,2020,1.9,Diesel,Manual,107761,Like New,Model 3,14706.37
1249,Mercedes,2004,4.6,Diesel,Automatic,82970,New,GLC,49671.89
1250,Tesla,2015,1.2,Hybrid,Automatic,191889,New,Model X,55370.84
1251,Ford,2019,3,Electric,Manual,169319,Like New,Mustang,30082.57
1252,Mercedes,2004,3.6,Electric,Manual,15419,Used,GLA,66064.36
1253,Tesla,2002,3.9,Electric,Automatic,35577,Used,Model S,71821.17
1254,Toyota,2011,5.7,Diesel,Automatic,2921,Used,Prius,33416.03
1255,Audi,2000,4.4,Diesel,Manual,144535,Used,A3,77050.35
1256,Mercedes,2020,3.4,Hybrid,Manual,156546,Like New,GLC,24532.47
1257,BMW,2008,5,Petrol,Manual,125534,Used,X5,56703.88
1258,BMW,2008,5.8,Diesel,Manual,256872,Like New,5 Series,81406.7
1259,Honda,2003,1.1,Hybrid,Manual,72828,New,Civic,56015.86
1260,Mercedes,2002,5.9,Hybrid,Automatic,123649,Like New,GLA,91256.46
1261,Audi,2016,1.4,Petrol,Manual,55152,Used,Q5,10557.62
1262,Ford,2001,5.1,Electric,Manual,220073,New,Fiesta,60889.82
1263,Toyota,2023,2.4,Hybrid,Manual,223393,Like New,Camry,58366.77
1264,Honda,2000,1.7,Hybrid,Manual,86569,Like New,CR-V,67733.57
1265,BMW,2007,3.2,Hybrid,Manual,156844,Like New,3 Series,84173.65
1266,Ford,2012,4.2,Electric,Automatic,159562,New,Focus,73956.04
1267,Ford,2022,2.9,Electric,Manual,122537,Like New,Mustang,80076.86
1268,Toyota,2014,1.3,Petrol,Automatic,53806,Used,Prius,32437.59
1269,Mercedes,2007,4,Diesel,Manual,75992,New,GLC,41812.25
1270,BMW,2011,5.5,Electric,Automatic,284464,New,X3,64543.81
1271,Audi,2021,2.9,Diesel,Automatic,258852,Like New,A4,57578.84
1272,Ford,2011,2.1,Diesel,Manual,173217,Used,Fiesta,96304.87
1273,Toyota,2013,3.2,Electric,Manual,194760,New,Prius,22749.28
1274,Audi,2014,1.2,Hybrid,Manual,20754,Like New,A4,38371.45
1275,Mercedes,2014,5.1,Petrol,Manual,69837,Used,GLC,59411.75
1276,BMW,2008,5.1,Diesel,Manual,138279,Like New,X3,87456.56
1277,Mercedes,2018,3.9,Hybrid,Automatic,218811,Like New,C-Class,93288.11
1278,Ford,2019,2.8,Electric,Manual,114780,New,Mustang,36923.45
1279,Audi,2021,5,Diesel,Manual,87081,New,A4,11375.3
1280,Audi,2007,3.8,Diesel,Automatic,286160,Like New,A3,45053.87
1281,Audi,2020,5.1,Diesel,Manual,112099,New,Q5,42462.69
1282,Ford,2018,4.2,Hybrid,Automatic,151174,New,Explorer,98716.27
1283,Ford,2005,4.9,Hybrid,Manual,264068,Used,Mustang,45950.82
1284,Mercedes,2019,4,Hybrid,Automatic,85015,Used,GLC,34043.68
1285,Honda,2018,3.1,Diesel,Manual,104987,Like New,Accord,39710.85
1286,Mercedes,2003,5.8,Diesel,Automatic,54333,Like New,GLC,42708
1287,BMW,2022,3.7,Petrol,Automatic,215530,Like New,5 Series,83046.34
1288,Toyota,2006,4,Petrol,Manual,177171,Like New,Prius,12696.41
1289,Audi,2003,2.1,Hybrid,Manual,188418,Used,Q7,35068.17
1290,Honda,2021,4.1,Hybrid,Manual,126372,New,Civic,96800.26
1291,Toyota,2011,3.9,Electric,Automatic,206553,Used,Prius,19544.74
1292,Honda,2012,1.9,Hybrid,Automatic,69767,Like New,Accord,75547.13
1293,Tesla,2002,1.3,Petrol,Automatic,104332,Like New,Model X,38857.38
1294,Mercedes,2021,4,Petrol,Manual,143279,Used,GLA,60269.62
1295,Ford,2011,4.8,Petrol,Manual,6336,Used,Explorer,14457.06
1296,Audi,2001,3.6,Diesel,Automatic,206238,Like New,A4,34109.11
1297,Mercedes,2023,2.1,Diesel,Manual,279400,New,GLA,52582.17
1298,Toyota,2001,4.3,Hybrid,Automatic,230517,Like New,Prius,27011.56
1299,Tesla,2022,1.4,Electric,Manual,180889,Used,Model Y,56477.64
1300,Tesla,2008,3.2,Electric,Manual,295863,Like New,Model X,25877.13
1301,Tesla,2000,1.8,Electric,Automatic,45704,Like New,Model X,66759.55
1302,Toyota,2007,1.9,Diesel,Manual,292157,New,RAV4,90913.66
1303,Toyota,2022,2,Petrol,Manual,226884,Like New,Corolla,13121.42
1304,Toyota,2005,2.9,Petrol,Manual,167848,Like New,Camry,25578.52
1305,Toyota,2005,1.3,Diesel,Manual,272204,Like New,Corolla,85220.19
1306,Tesla,2021,3,Electric,Manual,219182,Used,Model 3,64997.58
1307,Tesla,2017,3.6,Electric,Automatic,78563,Used,Model S,12477.35
1308,Honda,2016,3.4,Hybrid,Manual,135102,New,CR-V,51203.26
1309,Mercedes,2011,2.9,Hybrid,Automatic,89779,Like New,GLC,24927.06
1310,Audi,2005,5.2,Electric,Manual,164361,Used,Q7,23914.16
1311,Ford,2007,1.7,Diesel,Manual,99704,New,Fiesta,94361.31
1312,Tesla,2018,3.5,Electric,Automatic,261757,Like New,Model 3,77346.45
1313,Ford,2009,1.3,Hybrid,Automatic,110234,New,Explorer,71141.91
1314,Mercedes,2000,1.4,Electric,Manual,36491,New,E-Class,27698.24
1315,Mercedes,2012,3.9,Diesel,Manual,226621,New,GLA,16264.48
1316,Ford,2016,3.8,Petrol,Automatic,20448,New,Focus,87729.1
1317,Tesla,2002,5.4,Diesel,Automatic,49294,New,Model Y,5558.56
1318,Ford,2007,3.8,Diesel,Automatic,283590,New,Fiesta,41869.16
1319,Honda,2013,5.8,Hybrid,Automatic,216461,New,Civic,31373.19
1320,BMW,2002,1.2,Diesel,Manual,85615,Like New,X5,59185.74
1321,Tesla,2015,1.5,Diesel,Manual,17101,Like New,Model 3,28798.3
1322,Tesla,2012,1.2,Hybrid,Manual,290160,New,Model 3,34564.51
1323,Audi,2019,1.9,Hybrid,Manual,150004,Like New,A3,85753.79
1324,Toyota,2023,3.7,Petrol,Manual,90481,New,Camry,62302.94
1325,BMW,2016,4.2,Electric,Automatic,52802,Like New,3 Series,18839.84
1326,Mercedes,2012,1.2,Diesel,Automatic,269693,Used,GLA,74014.8
1327,Tesla,2005,5.7,Hybrid,Automatic,210005,New,Model Y,24708.62
1328,Ford,2016,5.2,Petrol,Manual,156434,Used,Mustang,46135.47
1329,BMW,2013,2.5,Electric,Automatic,47842,New,X3,66427.69
1330,Audi,2016,1.4,Hybrid,Manual,46539,New,Q7,30833.31
1331,Mercedes,2007,1.8,Electric,Manual,33717,Used,GLA,41490.15
1332,Toyota,2010,1.6,Electric,Manual,246281,Used,RAV4,74744.21
1333,Toyota,2019,1.6,Diesel,Automatic,186272,Used,Corolla,94101.54
1334,Audi,2000,3.6,Diesel,Manual,115042,New,Q5,55278.28
1335,Audi,2006,2.2,Hybrid,Manual,127922,Used,A4,5947.24
1336,Ford,2020,2.8,Electric,Automatic,92447,Used,Focus,37154.06
1337,Tesla,2020,5.9,Hybrid,Manual,158693,Like New,Model X,42870.26
1338,Toyota,2016,4.4,Hybrid,Automatic,12823,Like New,RAV4,37221.49
1339,Mercedes,2009,5.7,Electric,Manual,29986,Used,E-Class,46445.54
1340,BMW,2010,1.7,Hybrid,Automatic,121682,Used,5 Series,65103.29
1341,Mercedes,2021,2.9,Electric,Manual,64325,Used,E-Class,16507.16
1342,Honda,2008,3.8,Electric,Manual,250476,Used,Fit,30899.9
1343,Honda,2008,1.4,Electric,Automatic,57771,Like New,Civic,53226.57
1344,Audi,2023,1,Electric,Manual,54973,New,A3,34979.46
1345,Ford,2004,4.4,Petrol,Automatic,145762,Used,Fiesta,99153.11
1346,Honda,2016,4.2,Electric,Manual,57888,Used,CR-V,45985.99
1347,Toyota,2008,3.1,Diesel,Automatic,10956,Like New,Camry,87630.92
1348,Mercedes,2016,3.4,Diesel,Manual,86839,Used,E-Class,90168.43
1349,Mercedes,2023,3.1,Diesel,Manual,167605,Used,GLA,84420.66
1350,Audi,2020,1.1,Electric,Manual,101131,Like New,Q7,9455.33
1351,Tesla,2018,2.7,Diesel,Automatic,187973,Used,Model Y,95035.94
1352,Tesla,2006,1.9,Petrol,Automatic,11519,Used,Model Y,17230.54
1353,BMW,2022,1.5,Hybrid,Automatic,162187,Like New,X5,8268.34
1354,Audi,2008,5.8,Electric,Automatic,1832,New,Q7,44365.11
1355,BMW,2006,4,Diesel,Automatic,113922,Used,X5,23490.23
1356,Tesla,2012,4.6,Petrol,Manual,105474,Used,Model S,22498.67
1357,Audi,2010,2.6,Hybrid,Manual,69715,New,Q7,32342.86
1358,Audi,2013,3,Petrol,Manual,73366,Like New,Q7,28598.53
1359,Audi,2018,2.2,Diesel,Manual,37570,New,Q7,70055.56
1360,Tesla,2010,1.5,Petrol,Manual,137687,Used,Model S,22743.84
1361,BMW,2012,1.9,Hybrid,Automatic,38311,New,3 Series,56596.24
1362,BMW,2013,5,Diesel,Manual,103187,Like New,X5,98710.52
1363,Audi,2012,4.4,Hybrid,Automatic,285578,Used,Q5,46076.33
1364,Honda,2000,3.7,Petrol,Manual,86879,Like New,Fit,65977.95
1365,Ford,2007,3.4,Electric,Automatic,15739,Like New,Focus,97090.31
1366,Tesla,2011,5.6,Electric,Automatic,66202,New,Model Y,18075.7
1367,Ford,2018,1.4,Electric,Automatic,98580,New,Mustang,44767.67
1368,Ford,2011,2.4,Electric,Manual,224491,Like New,Mustang,85768.28
1369,BMW,2007,2.7,Hybrid,Manual,79599,Like New,X5,93569.04
1370,BMW,2007,4.9,Electric,Manual,164721,Used,X5,62117.43
1371,Honda,2020,6,Hybrid,Manual,231436,Like New,Accord,18624.96
1372,Ford,2012,2.2,Diesel,Automatic,116770,Like New,Focus,90639.8
1373,Ford,2011,5.4,Electric,Automatic,179693,New,Fiesta,21572.42
1374,Audi,2015,5.2,Hybrid,Automatic,261051,Like New,A3,38523.4
1375,BMW,2000,2.1,Electric,Automatic,114300,Like New,5 Series,40673.26
1376,Ford,2012,3,Electric,Manual,191012,New,Mustang,47492.7
1377,Mercedes,2006,3,Electric,Automatic,171796,Used,GLC,80065.75
1378,Honda,2004,5.9,Hybrid,Manual,162776,New,Fit,81203.72
1379,Mercedes,2007,1.9,Petrol,Automatic,241942,New,GLA,73367.23
1380,Mercedes,2013,5,Electric,Automatic,2526,Like New,GLA,7102.22
1381,Tesla,2022,2.7,Electric,Automatic,268718,Like New,Model 3,58660.28
1382,Tesla,2012,4.7,Diesel,Manual,270877,Used,Model Y,76011.83
1383,Honda,2014,3.1,Petrol,Manual,36051,Like New,CR-V,47239.4
1384,Mercedes,2022,3.9,Hybrid,Automatic,15909,Used,GLA,94768.92
1385,Ford,2016,5.2,Diesel,Automatic,77338,Used,Focus,83262
1386,BMW,2014,5,Electric,Automatic,290277,Used,3 Series,65624.73
1387,Honda,2019,5.3,Diesel,Manual,182643,Used,CR-V,10930.39
1388,Audi,2017,1.3,Diesel,Manual,79062,Like New,Q5,66972.89
1389,Mercedes,2017,4.5,Electric,Manual,181980,New,C-Class,91600.06
1390,Honda,2001,1.7,Petrol,Automatic,51458,New,Civic,41047.31
1391,Toyota,2003,3.1,Petrol,Manual,222159,Like New,Prius,84622.59
1392,Toyota,2000,3.7,Diesel,Automatic,287442,Like New,Corolla,34750.31
1393,Tesla,2003,3,Electric,Manual,231946,Used,Model X,59159.81
1394,BMW,2017,3.6,Hybrid,Automatic,153263,Like New,X3,66600.32
1395,Ford,2004,6,Diesel,Automatic,164164,New,Focus,69409.53
1396,BMW,2018,1.7,Hybrid,Manual,89407,Like New,3 Series,88842.18
1397,BMW,2014,4.4,Diesel,Automatic,206329,Like New,X3,27289.12
1398,BMW,2007,3,Diesel,Automatic,62513,Used,X5,29925.11
1399,BMW,2019,1.7,Electric,Automatic,145476,Used,5 Series,71883.89
1400,Audi,2016,1.8,Electric,Manual,35198,Used,Q7,21833.41
1401,Audi,2000,5.7,Hybrid,Automatic,225295,Used,Q5,49105.69
1402,Tesla,2011,5.4,Hybrid,Manual,264323,New,Model Y,6903.27
1403,Honda,2018,5.5,Petrol,Manual,2019,Like New,Civic,18393.04
1404,Toyota,2014,6,Electric,Automatic,81455,Like New,Corolla,69490.41
1405,BMW,2008,2,Diesel,Manual,216311,Used,3 Series,76008.85
1406,Tesla,2006,2.8,Diesel,Automatic,149776,New,Model S,15955.31
1407,Honda,2001,4.3,Petrol,Manual,149102,New,Accord,26632.41
1408,Toyota,2008,3.4,Electric,Automatic,3420,Like New,Corolla,14395.92
1409,Mercedes,2009,3.1,Diesel,Manual,178725,Used,C-Class,46174.22
1410,Ford,2001,2.8,Petrol,Automatic,16740,Like New,Mustang,16981.03
1411,Audi,2018,4,Petrol,Automatic,105789,Like New,Q7,46543.12
1412,Mercedes,2010,3.9,Diesel,Automatic,19465,New,E-Class,74549.33
1413,Toyota,2012,1.8,Diesel,Automatic,4131,New,Corolla,69921.92
1414,Mercedes,2009,3.4,Hybrid,Manual,10652,Like New,E-Class,31643.75
1415,Ford,2013,3.8,Electric,Manual,218115,Used,Fiesta,69007.44
1416,Tesla,2017,3.9,Hybrid,Automatic,245289,Used,Model Y,93132.65
1417,Toyota,2018,2.1,Petrol,Manual,89342,Like New,Corolla,38014.82
1418,Mercedes,2021,4.7,Diesel,Automatic,281315,Like New,C-Class,36266.32
1419,Audi,2008,1.1,Hybrid,Automatic,217201,Used,A3,59286.67
1420,Audi,2006,2.8,Petrol,Manual,259820,Used,A4,28322.67
1421,Honda,2002,4.9,Electric,Manual,186764,Used,Accord,66900
1422,Mercedes,2019,3.8,Diesel,Automatic,58541,Like New,C-Class,84064.87
1423,BMW,2005,2.3,Hybrid,Manual,9470,New,X3,48635.26
1424,Mercedes,2020,4.5,Electric,Automatic,192416,Used,E-Class,69553.2
1425,Tesla,2001,3.8,Hybrid,Manual,44308,Used,Model 3,66929.12
1426,Toyota,2005,5,Petrol,Manual,135669,Used,Camry,8673.23
1427,Toyota,2002,4.7,Electric,Manual,102840,Like New,Corolla,22424.55
1428,Tesla,2015,4.1,Hybrid,Manual,161860,New,Model S,89885.35
1429,Mercedes,2007,3.4,Electric,Manual,49477,New,GLC,94194.75
1430,Tesla,2001,1.7,Petrol,Automatic,108261,Used,Model Y,79141.77
1431,Ford,2016,2.3,Electric,Manual,102466,Like New,Focus,92518.57
1432,Tesla,2008,3.1,Hybrid,Manual,295215,New,Model S,34084.12
1433,Audi,2011,4,Petrol,Automatic,70560,Like New,A4,28532.54
1434,Tesla,2002,3.6,Diesel,Automatic,255392,New,Model Y,41508.52
1435,Toyota,2010,2.4,Hybrid,Automatic,261278,Used,Prius,10257.49
1436,Audi,2000,1,Hybrid,Manual,166471,Like New,A3,81937.8
1437,Toyota,2022,3.5,Petrol,Manual,244413,Used,RAV4,98496.67
1438,Honda,2012,2.4,Petrol,Automatic,188511,New,Accord,83282.78
1439,BMW,2014,4.7,Diesel,Automatic,2369,New,X5,57722.66
1440,Toyota,2004,1.1,Hybrid,Automatic,228629,Used,Prius,33051.79
1441,Audi,2020,3.9,Petrol,Automatic,262672,New,Q5,23781.3
1442,Honda,2016,5.7,Diesel,Manual,108806,Used,CR-V,39585.97
1443,Toyota,2022,1.9,Diesel,Manual,161386,Used,Camry,68362.11
1444,Ford,2023,3.4,Petrol,Manual,102979,Used,Explorer,47470.85
1445,Tesla,2005,1.5,Hybrid,Manual,281892,New,Model Y,93735.68
1446,BMW,2020,4.1,Electric,Manual,35109,Like New,3 Series,86150.93
1447,Toyota,2021,3.8,Electric,Automatic,13919,Used,Camry,14728.06
1448,Honda,2010,3,Diesel,Manual,211864,Like New,Fit,17494.9
1449,Ford,2017,3.6,Electric,Automatic,70441,New,Focus,69242.72
